Segment,Country, Product , Discount Band ,Units Sold, Manufacturing Price , Sale Price , Gross Sales , Discounts ,  Sales , COGS , Profit ,Date,Month Number, Month Name ,Year
Snacks,Switzerland, Typica , Medium ,1493.1, $11.05 , $33.15 ," $23,569.65 "," $1,885.57 "," $21,684.08 "," $15,713.10 "," $4,593.06 ",01/12/2023,12, December ,2023
Packaged and Prepared Foods,Belgium, Blue Mountain Coffee , Medium ,2339.4, $22.10 , $276.25 ," $307,742.50 "," $24,619.40 "," $283,123.10 "," $295,432.80 "," $(9,469.00)",01/03/2023,3, March ,2023
Beverages,Switzerland, Blue Mountain Coffee , Medium ,2643.9, $22.10 , $15.47 ," $19,476.73 "," $1,558.14 "," $17,918.59 "," $13,911.95 "," $3,082.03 ",01/04/2023,4, April ,2023
Beverages,Switzerland, Blue Mountain Coffee , Medium ,2299.5, $22.10 , $15.47 ," $16,939.65 "," $1,355.17 "," $15,584.48 "," $12,099.75 "," $2,680.56 ",01/05/2023,5, May ,2023
Beverages,Switzerland, Blue Mountain Coffee , Medium ,2868.6, $22.10 , $44.20 ," $60,377.20 "," $4,830.18 "," $55,547.02 "," $30,188.60 "," $19,506.48 ",01/06/2023,6, June ,2023
Frozen Foods,Belgium, Blue Mountain Coffee , Medium ,5166, $22.10 , $663.00 ," $1,630,980.00 "," $130,478.40 "," $1,500,501.60 "," $1,359,150.00 "," $108,732.00 ",01/06/2023,6, June ,2023
Beverages,China, Blue Mountain Coffee , Medium ,1423.8, $22.10 , $15.47 ," $10,488.66 ", $839.09 ," $9,649.57 "," $7,491.90 "," $1,659.74 ",01/08/2023,8, August ,2023
Beverages,Switzerland, Blue Mountain Coffee , Medium ,3355.8, $22.10 , $15.47 ," $24,721.06 "," $1,977.68 "," $22,743.38 "," $17,657.90 "," $3,911.90 ",01/08/2023,8, August ,2023
Beverages,Switzerland, Blue Mountain Coffee , Medium ,4061.4, $22.10 , $44.20 ," $85,482.80 "," $6,838.62 "," $78,644.18 "," $42,741.40 "," $27,617.52 ",01/09/2023,9, September ,2023
Beverages,Belgium, Blue Mountain Coffee , Medium ,6285.3, $22.10 , $44.20 ," $132,290.60 "," $10,583.25 "," $121,707.35 "," $66,145.30 "," $42,740.04 ",01/09/2023,9, September ,2023
Beverages,Belgium, Blue Mountain Coffee , Medium ,2860.2, $22.10 , $773.50 ," $1,053,507.00 "," $84,280.56 "," $969,226.44 "," $782,605.20 "," $143,554.80 ",01/12/2023,12, December ,2023
Dairy Products,United States of America, Bourbon , Medium ,1255.8, $265.20 , $26.52 ," $15,858.96 "," $1,268.72 "," $14,590.24 "," $3,964.74 "," $8,173.46 ",01/03/2023,3, March ,2023
Beverages,China, Bourbon , Medium ,6104.7, $265.20 , $15.47 ," $44,971.29 "," $3,597.70 "," $41,373.59 "," $32,122.35 "," $7,116.34 ",01/06/2023,6, June ,2023
Beverages,Switzerland, Bourbon , Medium ,4909.8, $265.20 , $15.47 ," $36,168.86 "," $2,893.51 "," $33,275.35 "," $25,834.90 "," $5,723.42 ",01/06/2023,6, June ,2023
Frozen Foods,Belgium, Bourbon , Medium ,1333.5, $265.20 , $663.00 ," $421,005.00 "," $33,680.40 "," $387,324.60 "," $350,837.50 "," $28,067.00 ",01/12/2023,12, December ,2023
Beverages,Japan, Arabica , Medium ,1206.45, $552.50 , $773.50 ," $444,375.75 "," $35,550.06 "," $408,825.69 "," $330,107.70 "," $60,552.30 ",01/04/2023,4, April ,2023
Beverages,Switzerland, Arabica , Medium ,4909.8, $552.50 , $15.47 ," $36,168.86 "," $2,893.51 "," $33,275.35 "," $25,834.90 "," $5,723.42 ",01/06/2023,6, June ,2023
Beverages,Japan, Arabica , Medium ,800.1, $552.50 , $773.50 ," $294,703.50 "," $23,576.28 "," $271,127.22 "," $218,922.60 "," $40,157.40 ",01/08/2023,8, August ,2023
Beverages,Switzerland, Arabica , Medium ,886.2, $552.50 , $773.50 ," $326,417.00 "," $26,113.36 "," $300,303.64 "," $242,481.20 "," $44,478.80 ",01/08/2023,8, August ,2023
Frozen Foods,United States of America, Arabica , Medium ,4481.4, $552.50 , $663.00 ," $1,414,842.00 "," $113,187.36 "," $1,301,654.64 "," $1,179,035.00 "," $94,322.80 ",01/09/2023,9, September ,2023
Beverages,United States of America, Caturra , Medium ,1486.8, $574.60 , $44.20 ," $31,293.60 "," $2,503.49 "," $28,790.11 "," $15,646.80 "," $10,110.24 ",01/06/2023,6, June ,2023
Beverages,China, Caturra , Medium ,6104.7, $574.60 , $15.47 ," $44,971.29 "," $3,597.70 "," $41,373.59 "," $32,122.35 "," $7,116.34 ",01/06/2023,6, June ,2023
Beverages,Switzerland, Caturra , Medium ,2868.6, $574.60 , $44.20 ," $60,377.20 "," $4,830.18 "," $55,547.02 "," $30,188.60 "," $19,506.48 ",01/06/2023,6, June ,2023
Frozen Foods,Belgium, Caturra , Medium ,5166, $574.60 , $663.00 ," $1,630,980.00 "," $130,478.40 "," $1,500,501.60 "," $1,359,150.00 "," $108,732.00 ",01/06/2023,6, June ,2023
Beverages,Switzerland, Caturra , Medium ,3192, $574.60 , $44.20 ," $67,184.00 "," $5,374.72 "," $61,809.28 "," $33,592.00 "," $21,705.60 ",01/11/2023,11, November ,2023
Snacks,Switzerland, Caturra , Medium ,1493.1, $574.60 , $33.15 ," $23,569.65 "," $1,885.57 "," $21,684.08 "," $15,713.10 "," $4,593.06 ",01/12/2023,12, December ,2023
Frozen Foods,Belgium, Caturra , Medium ,1333.5, $574.60 , $663.00 ," $421,005.00 "," $33,680.40 "," $387,324.60 "," $350,837.50 "," $28,067.00 ",01/12/2023,12, December ,2023
Beverages,China, Arabica , Medium ,916.65, $552.50 , $44.20 ," $19,293.30 "," $1,543.46 "," $17,749.84 "," $9,646.65 "," $6,233.22 ",01/07/2023,7, July ,2023
Frozen Foods,United States of America, Robusta , Medium ,2297.4, $6.63 , $663.00 ," $725,322.00 "," $65,278.98 "," $660,043.02 "," $604,435.00 "," $42,775.40 ",01/06/2023,6, June ,2023
Frozen Foods,United States of America, Typica , Medium ,7985.25, $11.05 , $663.00 ," $2,521,057.50 "," $226,895.18 "," $2,294,162.33 "," $2,100,881.25 "," $148,677.75 ",01/04/2023,4, April ,2023
Beverages,Japan, Typica , Medium ,3498.6, $11.05 , $773.50 ," $1,288,651.00 "," $115,978.59 "," $1,172,672.41 "," $957,283.60 "," $165,683.70 ",01/05/2023,5, May ,2023
Dairy Products,United States of America, Typica , Medium ,4874.1, $11.05 , $26.52 ," $61,552.92 "," $5,539.76 "," $56,013.16 "," $15,388.23 "," $31,249.94 ",01/11/2023,11, November ,2023
Packaged and Prepared Foods,China, Typica , Medium ,5873.7, $11.05 , $276.25 ," $772,671.25 "," $69,540.41 "," $703,130.84 "," $741,764.40 "," $(29,718.13)",01/12/2023,12, December ,2023
Frozen Foods,Belgium, Blue Mountain Coffee , Medium ,5386.5, $22.10 , $663.00 ," $1,700,595.00 "," $153,053.55 "," $1,547,541.45 "," $1,417,162.50 "," $100,291.50 ",01/01/2023,1, January ,2023
Beverages,Belgium, Blue Mountain Coffee , Medium ,5075.7, $22.10 , $773.50 ," $1,869,549.50 "," $168,259.46 "," $1,701,290.05 "," $1,388,808.20 "," $240,370.65 ",01/01/2023,1, January ,2023
Snacks,China, Blue Mountain Coffee , Medium ,7717.5, $22.10 , $33.15 ," $121,826.25 "," $10,964.36 "," $110,861.89 "," $81,217.50 "," $22,803.38 ",01/04/2023,4, April ,2023
Frozen Foods,United States of America, Blue Mountain Coffee , Medium ,2297.4, $22.10 , $663.00 ," $725,322.00 "," $65,278.98 "," $660,043.02 "," $604,435.00 "," $42,775.40 ",01/06/2023,6, June ,2023
Snacks,Japan, Blue Mountain Coffee , Medium ,2576.7, $22.10 , $33.15 ," $40,675.05 "," $3,660.75 "," $37,014.30 "," $27,116.70 "," $7,613.54 ",01/10/2023,10, October ,2023
Frozen Foods,Japan, Blue Mountain Coffee , Medium ,2780.4, $22.10 , $663.00 ," $877,812.00 "," $79,003.08 "," $798,808.92 "," $731,510.00 "," $51,768.40 ",01/11/2023,11, November ,2023
Packaged and Prepared Foods,China, Blue Mountain Coffee , Medium ,5873.7, $22.10 , $276.25 ," $772,671.25 "," $69,540.41 "," $703,130.84 "," $741,764.40 "," $(29,718.13)",01/12/2023,12, December ,2023
Snacks,Belgium, Bourbon , Medium ,514.5, $265.20 , $33.15 ," $8,121.75 ", $730.96 ," $7,390.79 "," $5,414.50 "," $1,520.23 ",01/05/2023,5, May ,2023
Frozen Foods,United States of America, Bourbon , Medium ,7966.35, $265.20 , $663.00 ," $2,515,090.50 "," $226,358.15 "," $2,288,732.36 "," $2,095,908.75 "," $148,325.85 ",01/07/2023,7, July ,2023
Beverages,Switzerland, Bourbon , Medium ,2744.7, $265.20 , $773.50 ," $1,010,964.50 "," $90,986.81 "," $919,977.70 "," $751,002.20 "," $129,981.15 ",01/07/2023,7, July ,2023
Packaged and Prepared Foods,United States of America, Bourbon , Medium ,1190.7, $265.20 , $276.25 ," $156,633.75 "," $14,097.04 "," $142,536.71 "," $150,368.40 "," $(6,024.38)",01/09/2023,9, September ,2023
Packaged and Prepared Foods,Belgium, Bourbon , Medium ,4431, $265.20 , $276.25 ," $582,887.50 "," $52,459.88 "," $530,427.63 "," $559,572.00 "," $(22,418.75)",01/09/2023,9, September ,2023
Beverages,United States of America, Bourbon , Medium ,2664.9, $265.20 , $773.50 ," $981,571.50 "," $88,341.44 "," $893,230.07 "," $729,167.40 "," $126,202.05 ",01/10/2023,10, October ,2023
Dairy Products,China, Arabica , Medium ,4107.6, $552.50 , $26.52 ," $51,873.12 "," $4,668.58 "," $47,204.54 "," $12,968.28 "," $26,335.58 ",01/01/2023,1, January ,2023
Frozen Foods,Switzerland, Arabica , Medium ,5583.9, $552.50 , $663.00 ," $1,762,917.00 "," $158,662.53 "," $1,604,254.47 "," $1,469,097.50 "," $103,966.90 ",01/02/2023,2, February ,2023
Beverages,China, Arabica , Medium ,2838.15, $552.50 , $773.50 ," $1,045,385.25 "," $94,084.67 "," $951,300.58 "," $776,571.90 "," $134,406.68 ",01/04/2023,4, April ,2023
Dairy Products,Switzerland, Arabica , Medium ,1848, $552.50 , $26.52 ," $23,337.60 "," $2,100.38 "," $21,237.22 "," $5,834.40 "," $11,848.32 ",01/05/2023,5, May ,2023
Frozen Foods,China, Arabica , Medium ,3920.7, $552.50 , $663.00 ," $1,237,821.00 "," $111,403.89 "," $1,126,417.11 "," $1,031,517.50 "," $72,999.70 ",01/09/2023,9, September ,2023
Snacks,Japan, Arabica , Medium ,2576.7, $552.50 , $33.15 ," $40,675.05 "," $3,660.75 "," $37,014.30 "," $27,116.70 "," $7,613.54 ",01/10/2023,10, October ,2023
Packaged and Prepared Foods,Belgium, Arabica , Medium ,1841.7, $552.50 , $276.25 ," $242,271.25 "," $21,804.41 "," $220,466.84 "," $232,580.40 "," $(9,318.13)",01/11/2023,11, November ,2023
Beverages,China, Caturra , Medium ,4349.1, $574.60 , $773.50 ," $1,601,918.50 "," $144,172.67 "," $1,457,745.84 "," $1,189,996.60 "," $205,960.95 ",01/09/2023,9, September ,2023
Beverages,United States of America, Caturra , Medium ,2664.9, $574.60 , $773.50 ," $981,571.50 "," $88,341.44 "," $893,230.07 "," $729,167.40 "," $126,202.05 ",01/10/2023,10, October ,2023
Beverages,Belgium, Caturra , Medium ,3557.4, $574.60 , $44.20 ," $74,874.80 "," $6,738.73 "," $68,136.07 "," $37,437.40 "," $23,614.36 ",01/11/2023,11, November ,2023
Beverages,Switzerland, Robusta , Medium ,1392.3, $6.63 , $44.20 ," $29,304.60 "," $2,637.41 "," $26,667.19 "," $14,652.30 "," $9,242.22 ",01/05/2023,5, May ,2023
Beverages,United States of America, Robusta , Medium ,1719.9, $6.63 , $15.47 ," $12,669.93 "," $1,140.29 "," $11,529.64 "," $9,049.95 "," $1,907.45 ",01/07/2023,7, July ,2023
Dairy Products,Switzerland, Robusta , Medium ,3318, $6.63 , $26.52 ," $41,901.60 "," $3,771.14 "," $38,130.46 "," $10,475.40 "," $21,273.12 ",01/09/2023,9, September ,2023
Beverages,Belgium, Robusta , Medium ,1094.1, $6.63 , $15.47 ," $8,059.87 ", $725.39 ," $7,334.48 "," $5,757.05 "," $1,213.41 ",01/12/2023,12, December ,2023
Beverages,China, Blue Mountain Coffee , Medium ,2043.3, $22.10 , $44.20 ," $43,006.60 "," $3,870.59 "," $39,136.01 "," $21,503.30 "," $13,563.62 ",01/03/2023,3, March ,2023
Beverages,Belgium, Blue Mountain Coffee , Medium ,2179.8, $22.10 , $44.20 ," $45,879.60 "," $4,129.16 "," $41,750.44 "," $22,939.80 "," $14,469.72 ",01/06/2023,6, June ,2023
Beverages,Switzerland, Blue Mountain Coffee , Medium ,756, $22.10 , $15.47 ," $5,569.20 ", $501.23 ," $5,067.97 "," $3,978.00 ", $838.44 ,01/10/2023,10, October ,2023
Dairy Products,Japan, Bourbon , Medium ,4130.7, $265.20 , $26.52 ," $52,164.84 "," $4,694.84 "," $47,470.00 "," $13,041.21 "," $26,483.69 ",01/03/2023,3, March ,2023
Snacks,Belgium, Bourbon , Medium ,5518.8, $265.20 , $33.15 ," $87,118.20 "," $7,840.64 "," $79,277.56 "," $58,078.80 "," $16,306.74 ",01/04/2023,4, April ,2023
Beverages,Switzerland, Arabica , Medium ,756, $552.50 , $15.47 ," $5,569.20 ", $501.23 ," $5,067.97 "," $3,978.00 ", $838.44 ,01/10/2023,10, October ,2023
Beverages,Belgium, Arabica , Medium ,1094.1, $552.50 , $15.47 ," $8,059.87 ", $725.39 ," $7,334.48 "," $5,757.05 "," $1,213.41 ",01/12/2023,12, December ,2023
Beverages,Belgium, Caturra , Medium ,2179.8, $574.60 , $44.20 ," $45,879.60 "," $4,129.16 "," $41,750.44 "," $22,939.80 "," $14,469.72 ",01/06/2023,6, June ,2023
Snacks,United States of America, Caturra , Medium ,3424.05, $574.60 , $33.15 ," $54,051.08 "," $4,864.60 "," $49,186.48 "," $36,034.05 "," $10,117.25 ",01/07/2023,7, July ,2023
Beverages,China, Typica , High ,4888.8, $11.05 , $15.47 ," $36,014.16 "," $3,601.42 "," $32,412.74 "," $25,724.40 "," $5,144.88 ",01/09/2023,9, September ,2023
Packaged and Prepared Foods,China, Robusta , High ,7235.55, $6.63 , $276.25 ," $951,819.38 "," $95,181.94 "," $856,637.44 "," $913,746.60 "," $(43,930.13)",01/04/2023,4, April ,2023
Beverages,China, Typica , High ,4857.3, $11.05 , $773.50 ," $1,789,105.50 "," $178,910.55 "," $1,610,194.95 "," $1,329,049.80 "," $216,265.50 ",01/05/2023,5, May ,2023
Snacks,Japan, Typica , High ,4351.2, $11.05 , $33.15 ," $68,686.80 "," $6,868.68 "," $61,818.12 "," $45,791.20 "," $12,328.40 ",01/12/2023,12, December ,2023
Beverages,Japan, Blue Mountain Coffee , High ,4103.4, $22.10 , $44.20 ," $86,366.80 "," $8,636.68 "," $77,730.12 "," $43,183.40 "," $26,574.40 ",01/03/2023,3, March ,2023
Frozen Foods,Belgium, Blue Mountain Coffee , High ,1241.1, $22.10 , $663.00 ," $391,833.00 "," $39,183.30 "," $352,649.70 "," $326,527.50 "," $20,094.00 ",01/05/2023,5, May ,2023
Beverages,Switzerland, Blue Mountain Coffee , High ,506.1, $22.10 , $44.20 ," $10,652.20 "," $1,065.22 "," $9,586.98 "," $5,326.10 "," $3,277.60 ",01/10/2023,10, October ,2023
Snacks,Switzerland, Bourbon , High ,1430.1, $265.20 , $33.15 ," $22,575.15 "," $2,257.52 "," $20,317.64 "," $15,050.10 "," $4,051.95 ",01/01/2023,1, January ,2023
Snacks,Switzerland, Bourbon , High ,1071, $265.20 , $33.15 ," $16,906.50 "," $1,690.65 "," $15,215.85 "," $11,271.00 "," $3,034.50 ",01/04/2023,4, April ,2023
Snacks,China, Bourbon , High ,1659, $265.20 , $33.15 ," $26,188.50 "," $2,618.85 "," $23,569.65 "," $17,459.00 "," $4,700.50 ",01/05/2023,5, May ,2023
Beverages,Japan, Bourbon , High ,1341.9, $265.20 , $773.50 ," $494,266.50 "," $49,426.65 "," $444,839.85 "," $367,169.40 "," $59,746.50 ",01/07/2023,7, July ,2023
Packaged and Prepared Foods,China, Bourbon , High ,3351.6, $265.20 , $276.25 ," $440,895.00 "," $44,089.50 "," $396,805.50 "," $423,259.20 "," $(20,349.00)",01/09/2023,9, September ,2023
Beverages,Switzerland, Bourbon , High ,506.1, $265.20 , $44.20 ," $10,652.20 "," $1,065.22 "," $9,586.98 "," $5,326.10 "," $3,277.60 ",01/10/2023,10, October ,2023
Beverages,Switzerland, Bourbon , High ,5596.5, $265.20 , $15.47 ," $41,227.55 "," $4,122.76 "," $37,104.80 "," $29,448.25 "," $5,889.65 ",01/11/2023,11, November ,2023
Frozen Foods,Japan, Bourbon , High ,1791.3, $265.20 , $663.00 ," $565,539.00 "," $56,553.90 "," $508,985.10 "," $471,282.50 "," $29,002.00 ",01/12/2023,12, December ,2023
Packaged and Prepared Foods,Belgium, Arabica , High ,716.1, $552.50 , $276.25 ," $94,201.25 "," $9,420.13 "," $84,781.13 "," $90,433.20 "," $(4,347.75)",01/05/2023,5, May ,2023
Snacks,Belgium, Arabica , High ,1346.1, $552.50 , $33.15 ," $21,249.15 "," $2,124.92 "," $19,124.24 "," $14,166.10 "," $3,813.95 ",01/07/2023,7, July ,2023
Beverages,China, Arabica , High ,5894.7, $552.50 , $773.50 ," $2,171,214.50 "," $217,121.45 "," $1,954,093.05 "," $1,612,902.20 "," $262,454.50 ",01/08/2023,8, August ,2023
Frozen Foods,Belgium, Arabica , High ,907.2, $552.50 , $663.00 ," $286,416.00 "," $28,641.60 "," $257,774.40 "," $238,680.00 "," $14,688.00 ",01/09/2023,9, September ,2023
Packaged and Prepared Foods,United States of America, Arabica , High ,5310.9, $552.50 , $276.25 ," $698,636.25 "," $69,863.63 "," $628,772.63 "," $670,690.80 "," $(32,244.75)",01/11/2023,11, November ,2023
Packaged and Prepared Foods,China, Caturra , High ,1215.9, $574.60 , $276.25 ," $159,948.75 "," $15,994.88 "," $143,953.88 "," $153,550.80 "," $(7,382.25)",01/01/2023,1, January ,2023
Beverages,United States of America, Caturra , High ,4704, $574.60 , $773.50 ," $1,732,640.00 "," $173,264.00 "," $1,559,376.00 "," $1,287,104.00 "," $209,440.00 ",01/02/2023,2, February ,2023
Frozen Foods,China, Caturra , High ,6285.3, $574.60 , $663.00 ," $1,984,359.00 "," $198,435.90 "," $1,785,923.10 "," $1,653,632.50 "," $101,762.00 ",01/03/2023,3, March ,2023
Dairy Products,United States of America, Caturra , High ,7393.05, $574.60 , $26.52 ," $93,363.66 "," $9,336.37 "," $84,027.29 "," $23,340.92 "," $46,681.83 ",01/04/2023,4, April ,2023
Beverages,Belgium, Caturra , High ,4281.9, $574.60 , $44.20 ," $90,123.80 "," $9,012.38 "," $81,111.42 "," $45,061.90 "," $27,730.40 ",01/05/2023,5, May ,2023
Dairy Products,Switzerland, Caturra , High ,5405.4, $574.60 , $26.52 ," $68,262.48 "," $6,826.25 "," $61,436.23 "," $17,065.62 "," $34,131.24 ",01/08/2023,8, August ,2023
Beverages,United States of America, Caturra , High ,1484.7, $574.60 , $773.50 ," $546,864.50 "," $54,686.45 "," $492,178.05 "," $406,242.20 "," $66,104.50 ",01/09/2023,9, September ,2023
Snacks,Japan, Caturra , High ,4351.2, $574.60 , $33.15 ," $68,686.80 "," $6,868.68 "," $61,818.12 "," $45,791.20 "," $12,328.40 ",01/12/2023,12, December ,2023
Frozen Foods,Japan, Caturra , High ,1791.3, $574.60 , $663.00 ," $565,539.00 "," $56,553.90 "," $508,985.10 "," $471,282.50 "," $29,002.00 ",01/12/2023,12, December ,2023
Beverages,Japan, Blue Mountain Coffee , High ,5317.2, $22.10 , $15.47 ," $39,170.04 "," $4,308.70 "," $34,861.34 "," $27,978.60 "," $5,294.41 ",01/04/2023,4, April ,2023
Snacks,United States of America, Bourbon , High ,806.4, $265.20 , $33.15 ," $12,729.60 "," $1,400.26 "," $11,329.34 "," $8,486.40 "," $2,186.88 ",01/01/2023,1, January ,2023
Dairy Products,Switzerland, Bourbon , High ,991.2, $265.20 , $26.52 ," $12,517.44 "," $1,376.92 "," $11,140.52 "," $3,129.36 "," $6,162.43 ",01/10/2023,10, October ,2023
Beverages,China, Arabica , High ,3315.9, $552.50 , $15.47 ," $24,427.13 "," $2,686.98 "," $21,740.15 "," $17,447.95 "," $3,301.69 ",01/03/2023,3, March ,2023
Snacks,China, Caturra , High ,6718.95, $574.60 , $33.15 ," $106,063.43 "," $11,666.98 "," $94,396.45 "," $70,708.95 "," $18,221.15 ",01/07/2023,7, July ,2023
Dairy Products,Switzerland, Caturra , High ,991.2, $574.60 , $26.52 ," $12,517.44 "," $1,376.92 "," $11,140.52 "," $3,129.36 "," $6,162.43 ",01/10/2023,10, October ,2023
Dairy Products,United States of America, Robusta , High ,4067.7, $6.63 , $26.52 ," $51,369.24 "," $5,650.62 "," $45,718.62 "," $12,842.31 "," $25,289.47 ",01/02/2023,2, February ,2023
Beverages,Switzerland, Robusta , High ,1663.2, $6.63 , $773.50 ," $612,612.00 "," $67,387.32 "," $545,224.68 "," $455,083.20 "," $69,339.60 ",01/03/2023,3, March ,2023
Frozen Foods,Switzerland, Robusta , High ,5903.1, $6.63 , $663.00 ," $1,863,693.00 "," $205,006.23 "," $1,658,686.77 "," $1,553,077.50 "," $81,237.90 ",01/07/2023,7, July ,2023
Packaged and Prepared Foods,Japan, Robusta , High ,5126.1, $6.63 , $276.25 ," $674,326.25 "," $74,175.89 "," $600,150.36 "," $647,353.20 "," $(36,309.88)",01/10/2023,10, October ,2023
Beverages,Switzerland, Typica , High ,1608.6, $11.05 , $773.50 ," $592,501.00 "," $65,175.11 "," $527,325.89 "," $440,143.60 "," $67,063.30 ",01/01/2023,1, January ,2023
Snacks,Belgium, Typica , High ,4529.7, $11.05 , $33.15 ," $71,504.55 "," $7,865.50 "," $63,639.05 "," $47,669.70 "," $12,284.12 ",01/12/2023,12, December ,2023
Frozen Foods,United States of America, Blue Mountain Coffee , High ,1833.3, $22.10 , $663.00 ," $578,799.00 "," $63,667.89 "," $515,131.11 "," $482,332.50 "," $25,229.70 ",01/01/2023,1, January ,2023
Beverages,Belgium, Blue Mountain Coffee , High ,2356.2, $22.10 , $44.20 ," $49,592.40 "," $5,455.16 "," $44,137.24 "," $24,796.20 "," $14,877.72 ",01/03/2023,3, March ,2023
Beverages,United States of America, Blue Mountain Coffee , High ,4419.45, $22.10 , $773.50 ," $1,627,830.75 "," $179,061.38 "," $1,448,769.37 "," $1,209,245.70 "," $184,248.98 ",01/07/2023,7, July ,2023
Dairy Products,United States of America, Blue Mountain Coffee , High ,8454.6, $22.10 , $26.52 ," $106,769.52 "," $11,744.65 "," $95,024.87 "," $26,692.38 "," $52,563.46 ",01/07/2023,7, July ,2023
Dairy Products,Japan, Blue Mountain Coffee , High ,5093.55, $22.10 , $26.52 ," $64,324.26 "," $7,075.67 "," $57,248.59 "," $16,081.07 "," $31,667.33 ",01/07/2023,7, July ,2023
Beverages,United States of America, Blue Mountain Coffee , High ,5027.4, $22.10 , $44.20 ," $105,814.80 "," $11,639.63 "," $94,175.17 "," $52,907.40 "," $31,744.44 ",01/08/2023,8, August ,2023
Snacks,Belgium, Blue Mountain Coffee , High ,4166.4, $22.10 , $33.15 ," $65,769.60 "," $7,234.66 "," $58,534.94 "," $43,846.40 "," $11,298.88 ",01/08/2023,8, August ,2023
Packaged and Prepared Foods,Japan, Blue Mountain Coffee , High ,5126.1, $22.10 , $276.25 ," $674,326.25 "," $74,175.89 "," $600,150.36 "," $647,353.20 "," $(36,309.88)",01/10/2023,10, October ,2023
Frozen Foods,United States of America, Blue Mountain Coffee , High ,2868.6, $22.10 , $663.00 ," $905,658.00 "," $99,622.38 "," $806,035.62 "," $754,715.00 "," $39,477.40 ",01/11/2023,11, November ,2023
